"mbtag","artist_id"
"ambient","AR4111G1187B9B58AB"
"ambient","AR414I51187B99D330"
"british","AR414I51187B99D330"
"uk","AR414I51187B99D330"
"ambient house","AR414I51187B99D330"
"dance and electronica","AR414I51187B99D330"
"electronica","AR414I51187B99D330"
"english","AR414I51187B99D330"
"chill out","AR414I51187B99D330"
"ambient techno","AR414I51187B99D330"
"4ad","AR41HI11187B98F65A"
"classic pop and rock","AR41LGG1187FB49FE2"
"uk","AR41Q7S1187FB4CCF7"
"british","AR41Q7S1187FB4CCF7"
"english","AR41Q7S1187FB4CCF7"
"rock","AR41Q7S1187FB4CCF7"
"progressive rock","AR41Q7S1187FB4CCF7"
"classic pop and rock","AR41Q7S1187FB4CCF7"
"rock and indie","AR426001187FB3F2A1"
"rock","AR4276G1187FB4CD6C"
"classic pop and rock","AR42C521187B9B22C3"
"european","AR42K241187FB3876C"
"dutch","AR42K241187FB3876C"
"folk","AR432KB1187FB36B81"
"warp","AR43IDV1187FB4691A"
"canadian","AR43IDV1187FB4691A"
"rock and indie","AR43IDV1187FB4691A"
"french","AR43JM21187FB4BA28"
"uk","AR43MR21187B9991C5"
"ninja tune","AR43MR21187B9991C5"
"british","AR43MR21187B9991C5"
"english","AR43MR21187B9991C5"
"brazilian","AR43OKZ1187FB4EA99"
"world","AR43OKZ1187FB4EA99"
"rock and indie","AR43QZX1187B98D2F6"
"electronic","AR43SDL1187B98F578"
"finnish","AR43SDL1187B98F578"
"electro","AR43SDL1187B98F578"
"classic pop and rock","AR43XU91187B9A5038"
"uk","AR444KR1187FB3A5F6"
"indie","AR444KR1187FB3A5F6"
"norfolk","AR444KR1187FB3A5F6"
"norwich","AR444KR1187FB3A5F6"
"england","AR444KR1187FB3A5F6"
"dutch","AR44LRO1187B9B9BC1"
"rock and indie","AR44YO41187B9B3B18"
"rock and indie","AR4503W1187B9A0BAD"
"industrial metal","AR4549W1187B9AF46F"
"american","AR4549W1187B9AF46F"
"metal","AR4549W1187B9AF46F"
"alternative metal","AR4549W1187B9AF46F"
"death metal","AR4549W1187B9AF46F"
"groove metal","AR4549W1187B9AF46F"
"heavy metal","AR4549W1187B9AF46F"
"jazz and blues","AR459OK1187B9B94EB"
"rock and indie","AR45PLQ1187B9A640E"
"4ad","AR45UF61187B9B430A"
"european","AR45UF61187B9B430A"
"danish","AR45UF61187B9B430A"
"french","AR45UNF1187FB45AD8"
"saint petersburg","AR45V7P1187FB4DBA9"
"russia","AR45V7P1187FB4DBA9"
"dance and electronica","AR45VL31187FB4CE3E"
"folk","AR462TG1187FB55ED4"
"molnár ferenc","AR466K61187B998E95"
"dutch","AR468WX1187B9A99DD"
"usa","AR46CAD1187FB4D84B"
"american","AR46CAD1187FB4D84B"
"punk rock","AR46CAD1187FB4D84B"
"punk","AR46CAD1187FB4D84B"
"hardcore punk","AR46CAD1187FB4D84B"
"epitaph","AR46CAD1187FB4D84B"
"atlantic","AR46CAD1187FB4D84B"
"classic hardcore punk","AR46CAD1187FB4D84B"
"melodic hardcore","AR46CAD1187FB4D84B"
"classic punk","AR46CAD1187FB4D84B"
"américain","AR46CAD1187FB4D84B"
"rock and indie","AR46CAD1187FB4D84B"
"california punk","AR46CAD1187FB4D84B"
"california","AR46CAD1187FB4D84B"
"rock and indie","AR46LG01187B98DB5D"
"rock and indie","AR46WWS1187B98E7B8"
"country","AR470HW1187FB3B8DF"
"american","AR470HW1187FB3B8DF"
"dance and electronica","AR473L61187B99B017"
"norwegian","AR4747X1187FB3D396"
"drum and bass","AR47CZU1187B9B92DA"
"jungle","AR47CZU1187B9B92DA"
"pop and chart","AR47N9A1187B988BF4"
"downtempo","AR47NV31187FB3729F"
"electronic","AR47NV31187FB3729F"
"death metal","AR47QBL1187FB4B8D8"
"american","AR47QBL1187FB4B8D8"
"metal","AR47QBL1187FB4B8D8"
"jazz","AR47XGG1187B99146A"
"bebop","AR47XGG1187B99146A"
"american","AR47XGG1187B99146A"
"classical","AR482PE1187FB4F855"
"composer","AR482PE1187FB4F855"
"production music","AR482PE1187FB4F855"
"uk","AR48EZ81187FB4D106"
"british","AR48EZ81187FB4D106"
"english","AR48EZ81187FB4D106"
"4ad","AR48EZ81187FB4D106"
"rock and indie","AR48TRH1187B9B1D39"
"punk","AR490E91187B99F100"
"sandy e junior","AR494721187FB37FE8"
"catalan","AR494FD1187FB43542"
"punk","AR494FD1187FB43542"
"spain","AR494FD1187FB43542"
"german","AR496CS1187B9B2D8E"
"turkish","AR499JW1187B9AF09F"
"x","AR49IQD1187FB37EA7"
"hard rock","AR49MHQ1187FB45E4B"
"rock","AR49MHQ1187FB45E4B"
"american","AR49MHQ1187FB45E4B"
"jazz and blues","AR49O7Z1187FB3F652"
"production music","AR49REC1187B9AFDF4"
"classic pop and rock","AR4A2K51187B9BA545"
"uk","AR4A41F1187FB4CCF5"
"british","AR4A41F1187FB4CCF5"
"english","AR4A41F1187FB4CCF5"
"asian","AR4A41F1187FB4CCF5"
"british asian","AR4A41F1187FB4CCF5"
"desi","AR4A41F1187FB4CCF5"
"classic pop and rock","AR4AOW51187FB3F248"
"heavy metal","AR4AP1T1187FB59C64"
"progressive metal","AR4AP1T1187FB59C64"
"power metal","AR4AP1T1187FB59C64"
"metal","AR4AP1T1187FB59C64"
"speed metal","AR4AP1T1187FB59C64"
"japanese","AR4AP1T1187FB59C64"
"pop and chart","AR4APWK1187FB4DCE2"
"alternative rock","AR4AVPQ1187B99C7EA"
"hard rock","AR4AVPQ1187B99C7EA"
"rock","AR4AVPQ1187B99C7EA"
"american","AR4AVPQ1187B99C7EA"
"hip hop","AR4AY0I1187B9B3954"
"easy listening soundtracks and musicals","AR4B3RX1187B9A868A"
"production music","AR4B6GD1187B994AE2"
"uk","AR4B7OL11C8A42C5BF"
"hip hop","AR4B7OL11C8A42C5BF"
"britannique","AR4B7OL11C8A42C5BF"
"british","AR4B7OL11C8A42C5BF"
"uk","AR4BDNG1187FB44870"
"british","AR4BDNG1187FB44870"
"english","AR4BDNG1187FB44870"
"classic pop and rock","AR4BDNG1187FB44870"
"rock and indie","AR4BDVW1187B9B5310"
"español","AR4BH7C1187B98D9EB"
"cuba","AR4BH7C1187B98D9EB"
"british","AR4BRC61187FB57A47"
"united kingdom","AR4BYUM1187FB56525"
"nathan nicholson","AR4BYUM1187FB56525"
"piers hewitt","AR4BYUM1187FB56525"
"exits","AR4BYUM1187FB56525"
"todd howe","AR4BYUM1187FB56525"
"evacuate","AR4BYUM1187FB56525"
"adam harrison","AR4BYUM1187FB56525"
"union","AR4BYUM1187FB56525"
"poptones","AR4BYUM1187FB56525"
"code red","AR4BYUM1187FB56525"
"ethan johns","AR4BYUM1187FB56525"
"pop","AR4C0911187B98DD83"
"english","AR4C0911187B98DD83"
"pedophile","AR4C0911187B98DD83"
"black metal","AR4C6V01187FB3BAF4"
"portuguese","AR4C6V01187FB3BAF4"
"gothic metal","AR4C6V01187FB3BAF4"
"metal","AR4C6V01187FB3BAF4"
"german","AR4CET11187B98A6AC"
"punk","AR4CG3B1187FB5B861"
"usa","AR4CG3B1187FB5B861"
"california","AR4CG3B1187FB5B861"
"san francisco","AR4CG3B1187FB5B861"
"bad nauheim","AR4CO0I1187FB3AF81"
"german","AR4CO0I1187FB3AF81"
"metal","AR4CPQ31187B990E8F"
"swedish","AR4CPQ31187B990E8F"
"melodic death metal","AR4CPQ31187B990E8F"
"death metal","AR4CPQ31187B990E8F"
"electronic","AR4CW8D1187FB475AE"
"electro","AR4CW8D1187FB475AE"
"final fantasy","AR4D6AU1187B9BA4BD"
"finnish","AR4DBCA1187FB5B63F"
"film composer","AR4DHNI1187FB36871"
"finnish","AR4DOZN1187B98B8F7"
"british","AR4DR5S1187B99177B"
"production music","AR4DR5S1187B99177B"
"chillout","AR4EAEE1187B98C3E8"
"relaxed","AR4EAEE1187B98C3E8"
"swiss","AR4EAEE1187B98C3E8"
"darkwave","AR4EJQP1187FB528D0"
"neofolk","AR4EJQP1187FB528D0"
"pop and chart","AR4EQ231187B99368F"
"hard rock","AR4EUFM1187B99592B"
"jazz-rock","AR4EUFM1187B99592B"
"jazz","AR4EUFM1187B99592B"
"rock","AR4EUFM1187B99592B"
"american","AR4EUFM1187B99592B"
"classic pop and rock","AR4EUFM1187B99592B"
"uk","AR4EZ2Q1187B9AC409"
"scottish","AR4EZ2Q1187B9AC409"
"british","AR4EZ2Q1187B9AC409"
"rock and indie","AR4EZ2Q1187B9AC409"
"uk","AR4F1WX1187FB3B1E9"
"punk","AR4F1WX1187FB3B1E9"
"liverpool","AR4F1WX1187FB3B1E9"
"alternative","AR4F1WX1187FB3B1E9"
"england","AR4F1WX1187FB3B1E9"
"dance and electronica","AR4F2C11187B9B53BB"
"jazz","AR4FPDR1187B98DE6D"
"smooth jazz","AR4FPDR1187B98DE6D"
"classic pop and rock","AR4G3JG1187FB46650"
"goth","AR4G5WN1187B9B77E9"
"uk","AR4G5WN1187B9B77E9"
"punk","AR4G5WN1187B9B77E9"
"england","AR4G5WN1187B9B77E9"
"jazz and blues","AR4GAFY1187B9B639D"
"live","AR4GAFY1187B9B639D"
"blues","AR4GAFY1187B9B639D"
"urban blues","AR4GAFY1187B9B639D"
"electric blues","AR4GAFY1187B9B639D"
"alternative rock","AR4GG431187B9B0F49"
"punk","AR4GG431187B9B0F49"
"dream pop","AR4GG431187B9B0F49"
"rock","AR4GG431187B9B0F49"
"british","AR4GG431187B9B0F49"
"classic pop and rock","AR4GG431187B9B0F49"
"hip hop rnb and dance hall","AR4GJ3V1187FB4245B"
"electronic","AR4GKTH1187FB4C8DE"
"british","AR4GKTH1187FB4C8DE"
"experimental","AR4GKTH1187FB4C8DE"
"idm","AR4GKTH1187FB4C8DE"
"english","AR4GKTH1187FB4C8DE"
"uk","AR4GKTH1187FB4C8DE"
"warp","AR4GKTH1187FB4C8DE"
"electronica","AR4GKTH1187FB4C8DE"
"dance and electronica","AR4GKTH1187FB4C8DE"
"glitch","AR4GKTH1187FB4C8DE"
"new age","AR4GSXW1187B9A4C5E"
"contemporary instrumental","AR4GSXW1187B9A4C5E"
"classical","AR4GSXW1187B9A4C5E"
"jazz","AR4GSXW1187B9A4C5E"
"world","AR4GSXW1187B9A4C5E"
"european","AR4GSXW1187B9A4C5E"
"swiss","AR4GSXW1187B9A4C5E"
"uk","AR4GUFS1187FB3CD51"
"liverpool","AR4GUFS1187FB3CD51"
"british","AR4GUFS1187FB3CD51"
"english","AR4GUFS1187FB3CD51"
"classic pop and rock","AR4GUFS1187FB3CD51"
"classic pop and rock","AR4H4261187B9931CB"
"nettetal","AR4H6UV1187B9A7BFA"
"german","AR4H6UV1187B9A7BFA"
"pop and chart","AR4H6UV1187B9A7BFA"
"italian","AR4HK4W1187FB50C74"
"classic pop and rock","AR4HMHV1187FB54776"
"progressive rock","AR4HOIS1187B9B0C00"
"american","AR4HVDU1187B98EFD8"
"goth","AR4IFU61187B9AA024"
"punk","AR4IFU61187B9AA024"
"horror punk","AR4IFU61187B9AA024"
"germany","AR4IFU61187B9AA024"
"folk","AR4ILV01187FB3FB0D"
"classic pop and rock","AR4J4T21187FB54932"
"finnish","AR4JA441187FB3F6EF"
"pop rock","AR4JA441187FB3F6EF"
"uk","AR4JAPS1187B99687D"
"punk","AR4JAPS1187B99687D"
"german","AR4JBI01187FB3DD5B"
"dance and electronica","AR4JOZW1187FB454A3"
"rock","AR4JX301187B9B63C5"
"finnish","AR4JX301187B9B63C5"
"pop","AR4JX301187B9B63C5"
"ylöjärvi","AR4JX301187B9B63C5"
"pirkanmaa","AR4JX301187B9B63C5"
"punk","AR4JX301187B9B63C5"
"pop rock","AR4JX301187B9B63C5"
"finland","AR4JX301187B9B63C5"
"soul and reggae","AR4K2P91187B9B2B35"
"gospel","AR4K2P91187B9B2B35"
"vocal","AR4K2P91187B9B2B35"
"soul","AR4K2P91187B9B2B35"
"production music","AR4K3OW1187FB402DA"
"soul and reggae","AR4K4NW1187B9AF09B"
"latvian","AR4KBWX1187FB5A718"
"progressive rock","AR4KFQ41187FB5321B"
"disney legend","AR4KJ751187B9ACBB1"
"easy listening soundtracks and musicals","AR4KJ751187B9ACBB1"
"musical","AR4KJ751187B9ACBB1"
"film composer","AR4KJ751187B9ACBB1"
"american","AR4KJ751187B9ACBB1"
"pianist","AR4KJ751187B9ACBB1"
"cajun","AR4KLY21187FB3AC72"
"electronica","AR4KS8C1187FB4CF3D"
"jazz","AR4KS8C1187FB4CF3D"
"experimental","AR4KS8C1187FB4CF3D"
"piano pop rock","AR4KS8C1187FB4CF3D"
"alternative rock","AR4KS8C1187FB4CF3D"
"baroque pop","AR4KS8C1187FB4CF3D"
"rock","AR4KS8C1187FB4CF3D"
"american","AR4KS8C1187FB4CF3D"
"electronic","AR4KS8C1187FB4CF3D"
"rock and indie","AR4KS8C1187FB4CF3D"
"united states","AR4KS8C1187FB4CF3D"
"pop punk","AR4KTMS1187B9B4873"
"german","AR4KTPG1187FB4C13F"
"ambient","AR4KTPG1187FB4C13F"
"krautrock","AR4KTPG1187FB4C13F"
"electronic","AR4KTPG1187FB4C13F"
"new age","AR4KTPG1187FB4C13F"
"space music","AR4KTPG1187FB4C13F"
"germany","AR4KTPG1187FB4C13F"
"european","AR4KTPG1187FB4C13F"
"rock","AR4KTPG1187FB4C13F"
"space","AR4KTPG1187FB4C13F"
"trance","AR4KTPG1187FB4C13F"
"stoner metal","AR4L03M1187FB5713E"
"stoner rock","AR4L03M1187FB5713E"
"electronic","AR4L4WQ1187FB51996"
"british","AR4L4WQ1187FB51996"
"big beat","AR4L4WQ1187FB51996"
"techno","AR4L4WQ1187FB51996"
"hardcore","AR4L4WQ1187FB51996"
"uk","AR4L4WQ1187FB51996"
"electropunk","AR4L4WQ1187FB51996"
"braintree","AR4L4WQ1187FB51996"
"dance and electronica","AR4L4WQ1187FB51996"
"breakbeat hardcore","AR4L4WQ1187FB51996"
"dance-punk","AR4L4WQ1187FB51996"
"electro","AR4L4WQ1187FB51996"
"dance","AR4L4WQ1187FB51996"
"2005","AR4L4WQ1187FB51996"
"britannique","AR4L4WQ1187FB51996"
"electronica","AR4L4WQ1187FB51996"
"english","AR4L4WQ1187FB51996"
"alternative rock","AR4L4WQ1187FB51996"
"rave","AR4L4WQ1187FB51996"
"industrial","AR4L4WQ1187FB51996"
"a cappella","AR4LE591187FB3FCFB"
"finnish","AR4LF541187FB37C6A"
"eurovision","AR4LF541187FB37C6A"
"heavy metal","AR4LF541187FB37C6A"
"uk","AR4LLTL1187FB397C1"
"goth","AR4LLTL1187FB397C1"
"punk","AR4LLTL1187FB397C1"
"oxford","AR4LLTL1187FB397C1"
"england","AR4LLTL1187FB397C1"
"folk","AR4M2AL1187B9B828B"
"rock and indie","AR4M8TW1187FB4F34F"
"indie","AR4M8TW1187FB4F34F"
"electronic","AR4M8TW1187FB4F34F"
"german","AR4MS241187B9B358B"
"electronica","AR4MSYI1187FB4B3C5"
"glitch","AR4MSYI1187FB4B3C5"
"downtempo","AR4MSYI1187FB4B3C5"
"australian","AR4MVC71187B9AEAB3"
"rock","AR4MVC71187B9AEAB3"
"pop","AR4MVC71187B9AEAB3"
"classic pop and rock","AR4MVC71187B9AEAB3"
"turkish","AR4MXOB1187B98BB14"
"blues","AR4N21G1187B99F600"
"dance and electronica","AR4NKTJ1187FB4BED0"
"radio dj","AR4NPON1187FB3BF55"
"rnb","AR4NPON1187FB3BF55"
"british","AR4NPON1187FB3BF55"
"soul","AR4NPON1187FB3BF55"
"english","AR4NPON1187FB3BF55"
"soul and reggae","AR4NPON1187FB3BF55"
"classic pop and rock","AR4NREB1187B9AEDAC"
"hip hop","AR4NSYN1187FB59EEA"
"r b","AR4OH581187B9B7157"
"dance hall","AR4OH581187B9B7157"
"rnb","AR4OH581187B9B7157"
"hip-hop","AR4OH581187B9B7157"
"hip hop rnb and dance hall","AR4OH581187B9B7157"
"hofors","AR4OMNR1187FB4C697"
"europe","AR4OMNR1187FB4C697"
"gastrikland","AR4OMNR1187FB4C697"
"sweden","AR4OMNR1187FB4C697"
"rock and indie","AR4OMY81187B9B31E7"
"indie pop","AR4OQ151187B991E91"
"piano","AR4OWNU1187B991EC9"
"américain","AR4PACB1187FB518B5"
"usa","AR4PACB1187FB518B5"
"american","AR4PACB1187FB518B5"
"singer-songwriter","AR4PCIG1187B98D07D"
"slide guitar","AR4PCIG1187B98D07D"
"american","AR4PCIG1187B98D07D"
"jazz","AR4PH8Y1187B9894DA"
"american","AR4PH8Y1187B9894DA"
"jazz and blues","AR4PH8Y1187B9894DA"
"classical","AR4PLJK1187B98DC1F"
"american","AR4PQ891187FB5CA9F"
"soft rock","AR4PQ891187FB5CA9F"
"rnb","AR4PQ891187FB5CA9F"
"rock","AR4PQ891187FB5CA9F"
"pop","AR4PQ891187FB5CA9F"
"adult contemporary","AR4PQ891187FB5CA9F"
"soul","AR4PQ891187FB5CA9F"
"urban","AR4PQ891187FB5CA9F"
"quiet storm","AR4PQ891187FB5CA9F"
"classic pop and rock","AR4PQ891187FB5CA9F"
"folk-rock","AR4PRN01187FB48D18"
"production music","AR4PYL011C8A416A3F"
"british","AR4Q1CB1187FB37FFD"
"hip hop rnb and dance hall","AR4QD4K1187FB55F1A"
"country-es","AR4QXNZ1187B98E936"
"classic pop and rock","AR4R0741187FB39AF2"
"punk","AR4R0741187FB39AF2"
"london","AR4R0741187FB39AF2"
"uk","AR4R0741187FB39AF2"
"england","AR4R0741187FB39AF2"
"classic pop and rock","AR4R0RW1187FB5796A"
"canadian","AR4R1FL1187FB55C3B"
"disco-punk","AR4R1FL1187FB55C3B"
"electronic","AR4R1FL1187FB55C3B"
"rock n roll","AR4R1FL1187FB55C3B"
"folk","AR4R5HW1187FB465E8"
"indie","AR4RF1W119B8668C07"
"new rave","AR4RF1W119B8668C07"
"electronic","AR4RF1W119B8668C07"
"british","AR4RF1W119B8668C07"
"electro","AR4RF1W119B8668C07"
"turkish","AR4RI9Q1187B9A7963"
"uk","AR4RLX31187FB3CE00"
"welsh","AR4RLX31187FB3CE00"
"british","AR4RLX31187FB3CE00"
"classic pop and rock","AR4RLX31187FB3CE00"
"uk","AR4RMO71187B9B82B9"
"british","AR4RMO71187B9B82B9"
"classic pop and rock","AR4RMO71187B9B82B9"
"greek","AR4ROY01187B9B021A"
"contemporary instrumental","AR4ROY01187B9B021A"
"european","AR4ROY01187B9B021A"
"ultimate","AR4ROY01187B9B021A"
"electronic","AR4RY4E1187B9912E5"
"american","AR4RY4E1187B9912E5"
"turkish","AR4RY4E1187B9912E5"
"90","AR4SBWX1187FB4D6BE"
"punk","AR4SBWX1187FB4D6BE"
"riot grrl","AR4SBWX1187FB4D6BE"
"northwest","AR4SBWX1187FB4D6BE"
"grunge","AR4SBWX1187FB4D6BE"
"usa","AR4SBWX1187FB4D6BE"
"minneapolis","AR4SBWX1187FB4D6BE"
"folk","AR4SEOV1187FB5476F"
"german","AR4SOKG1187B98D2B0"
"neue deutsche welle","AR4SOKG1187B98D2B0"
"ndw","AR4SOKG1187B98D2B0"
"leipzig","AR4SUFR1187B9B9462"
"german","AR4SUFR1187B9B9462"
"punk","AR4SYJD1187FB4D299"
"canada","AR4SYJD1187FB4D299"
"uk","AR4T2IF1187B9ADBB7"
"rock","AR4T2IF1187B9ADBB7"
"england","AR4T2IF1187B9ADBB7"
"punk","AR4T2IF1187B9ADBB7"
"british","AR4T2IF1187B9ADBB7"
"english","AR4T2IF1187B9ADBB7"
"classic pop and rock","AR4T2IF1187B9ADBB7"
"italian","AR4T2NV1187B997CF3"
"psychedelic trance","AR4T3B21187B99D5AF"
"world fusion","AR4T3B21187B99D5AF"
"downtempo","AR4T3B21187B99D5AF"
"didgeridoo","AR4T3B21187B99D5AF"
"idm","AR4T3B21187B99D5AF"
"organica","AR4T3B21187B99D5AF"
"indidginus","AR4T3B21187B99D5AF"
"electronic music","AR4T3B21187B99D5AF"
"organic soundscapes","AR4T3B21187B99D5AF"
"didg","AR4T3B21187B99D5AF"
"music","AR4T3B21187B99D5AF"
"electronica","AR4T3B21187B99D5AF"
"chillout","AR4T3B21187B99D5AF"
"downbeat","AR4T3B21187B99D5AF"
"psybient","AR4T3B21187B99D5AF"
"psytrance","AR4T3B21187B99D5AF"
"progressive psytrance","AR4T3B21187B99D5AF"
"dubstep","AR4T3B21187B99D5AF"
"slide didgeridoo","AR4T3B21187B99D5AF"
"slide didg","AR4T3B21187B99D5AF"
"rock and indie","AR4TF3V1187B9AC709"
"uk","AR4TF3V1187B9AC709"
"goth","AR4TF3V1187B9AC709"
"london","AR4TF3V1187B9AC709"
"england","AR4TF3V1187B9AC709"
"american","AR4TLW81187B99683D"
"folk","AR4TLW81187B99683D"
"rock and indie","AR4TNSH1187B9A03C7"
"classic pop and rock","AR4TPZ21187FB4C5CB"
"pop","AR4TSH71187FB3609B"
"german","AR4TSH71187FB3609B"
"girl group","AR4TSH71187FB3609B"
"rock and indie","AR4TV7J1187FB400C9"
"classic pop and rock","AR4U91L1187B9A2401"
"américain","AR4UL0A1187FB36895"
"usa","AR4UL0A1187FB36895"
"american","AR4UL0A1187FB36895"
