"term","artist_id"
"deathrock","AR02UJP1187B9910C5"
"united states","AR02UJP1187B9910C5"
"alternative pop rock","AR02UJP1187B9910C5"
"experimental","AR02UJP1187B9910C5"
"germany","AR02UJP1187B9910C5"
"synthpop","AR02UJP1187B9910C5"
"alternative rock","AR02UJP1187B9910C5"
"los angeles","AR02WCL1187B9A7FDF"
"post-hardcore","AR02WCL1187B9A7FDF"
"club","AR02WCL1187B9A7FDF"
"tech house","AR02WCL1187B9A7FDF"
"deep house","AR02WCL1187B9A7FDF"
"electro","AR02WCL1187B9A7FDF"
"electronic","AR02WCL1187B9A7FDF"
"house","AR02WCL1187B9A7FDF"
"hardcore","AR02WCL1187B9A7FDF"
"rock","AR02WCL1187B9A7FDF"
"italy","AR02WCL1187B9A7FDF"
"new york city","AR02WCL1187B9A7FDF"
"united states","AR02WCL1187B9A7FDF"
"zxzw","AR02WCL1187B9A7FDF"
"san francisco","AR02WCL1187B9A7FDF"
"zxzw 2005","AR02WCL1187B9A7FDF"
"alternative rock","AR02WCL1187B9A7FDF"
"disco","AR02WQR1187B997F8A"
"r&b","AR02WQR1187B997F8A"
"funk","AR02WQR1187B997F8A"
"southern soul","AR02WQR1187B997F8A"
"electric blues","AR02WQR1187B997F8A"
"chicago soul","AR02WQR1187B997F8A"
"soul","AR02WQR1187B997F8A"
"blues","AR02WQR1187B997F8A"
"rock","AR02WQR1187B997F8A"
"reggae","AR02WQR1187B997F8A"
"female vocalist","AR02WQR1187B997F8A"
"spiritual","AR02WQR1187B997F8A"
"united states","AR02WQR1187B997F8A"
"jazz","AR02WQR1187B997F8A"
"hip hop","AR02WQR1187B997F8A"
"inspirational","AR02WQR1187B997F8A"
"electronic","AR02WQR1187B997F8A"
"funk soul","AR02WQR1187B997F8A"
"60s","AR02WQR1187B997F8A"
"world","AR02WQR1187B997F8A"
"detroit","AR02WQR1187B997F8A"
"70s","AR02WQR1187B997F8A"
"canada","AR02WQR1187B997F8A"
"africosmic","AR02WQR1187B997F8A"
"diva","AR02WQR1187B997F8A"
"breakbeat","AR02WQR1187B997F8A"
"french","AR02WQR1187B997F8A"
"washington","AR02WQR1187B997F8A"
"ladies","AR02WQR1187B997F8A"
"chess records","AR02WQR1187B997F8A"
"soul jazz records","AR02WQR1187B997F8A"
"classic soul","AR02WQR1187B997F8A"
"chanting","AR02WQR1187B997F8A"
"1970s soul","AR02WQR1187B997F8A"
"60s soul","AR02WQR1187B997F8A"
"tech house","AR02X7I1187FB41C6F"
"techno","AR02X7I1187FB41C6F"
"deep house","AR02X7I1187FB41C6F"
"progressive house","AR02X7I1187FB41C6F"
"electro","AR02X7I1187FB41C6F"
"electronic","AR02X7I1187FB41C6F"
"minimal","AR02X7I1187FB41C6F"
"downtempo","AR02X7I1187FB41C6F"
"house","AR02X7I1187FB41C6F"
"electronica","AR02X7I1187FB41C6F"
"germany","AR02X7I1187FB41C6F"
"french","AR02X7I1187FB41C6F"
"tribal","AR02X7I1187FB41C6F"
"minimal techno","AR02X7I1187FB41C6F"
"minimal techno artists","AR02X7I1187FB41C6F"
"electro house","AR02X7I1187FB41C6F"
"nederland","AR02X7I1187FB41C6F"
"synthpop","AR02X7I1187FB41C6F"
"neotrance","AR02X7I1187FB41C6F"
"mnml","AR02X7I1187FB41C6F"
"euro-house","AR02X7I1187FB41C6F"
"progressive electro","AR02X7I1187FB41C6F"
"cumbia","AR02YGA1187B9B8AC4"
"murga","AR02YGA1187B9B8AC4"
"rock 'n roll","AR02YGA1187B9B8AC4"
"argentine rock","AR02YGA1187B9B8AC4"
"quartet","AR02YGA1187B9B8AC4"
"ska punk","AR02YGA1187B9B8AC4"
"rockabilly","AR02YGA1187B9B8AC4"
"grunge","AR02YGA1187B9B8AC4"
"world music","AR02YGA1187B9B8AC4"
"dub","AR02YGA1187B9B8AC4"
"ska","AR02YGA1187B9B8AC4"
"alternative rock","AR02YGA1187B9B8AC4"
"reggae","AR02YGA1187B9B8AC4"
"emo","AR02YGA1187B9B8AC4"
"soundtrack","AR02YGA1187B9B8AC4"
"funk","AR02YGA1187B9B8AC4"
"hip hop","AR02YGA1187B9B8AC4"
"rock","AR02YGA1187B9B8AC4"
"singer-songwriter","AR02YGA1187B9B8AC4"
"latin","AR02YGA1187B9B8AC4"
"indie rock","AR02YGA1187B9B8AC4"
"chill-out","AR02YGA1187B9B8AC4"
"punk","AR02YGA1187B9B8AC4"
"argentina","AR02YGA1187B9B8AC4"
"rock argentina","AR02YGA1187B9B8AC4"
"electronic","AR02YGA1187B9B8AC4"
"rock en espanol","AR02YGA1187B9B8AC4"
"pop","AR02YGA1187B9B8AC4"
"world","AR02YGA1187B9B8AC4"
"alternative","AR02YGA1187B9B8AC4"
"political","AR02YGA1187B9B8AC4"
"80s","AR02YGA1187B9B8AC4"
"progressive","AR02YGA1187B9B8AC4"
"soul","AR02YGA1187B9B8AC4"
"fusion","AR02YGA1187B9B8AC4"
"90s","AR02YGA1187B9B8AC4"
"spanish","AR02YGA1187B9B8AC4"
"classic","AR02YGA1187B9B8AC4"
"male","AR02YGA1187B9B8AC4"
"heavy","AR02YGA1187B9B8AC4"
"spanish rock","AR02YGA1187B9B8AC4"
"rock nacional","AR02YGA1187B9B8AC4"
"synthpop","AR02YGA1187B9B8AC4"
"latin rock","AR02YGA1187B9B8AC4"
"samba","AR02YSG1187FB382EA"
"brazilian pop music","AR02YSG1187FB382EA"
"latin jazz","AR02YSG1187FB382EA"
"pagode","AR02YSG1187FB382EA"
"choro","AR02YSG1187FB382EA"
"afrobeat","AR02YSG1187FB382EA"
"bossa nova","AR02YSG1187FB382EA"
"world music","AR02YSG1187FB382EA"
"latin","AR02YSG1187FB382EA"
"singer-songwriter","AR02YSG1187FB382EA"
"brazilian","AR02YSG1187FB382EA"
"jazz","AR02YSG1187FB382EA"
"female vocalist","AR02YSG1187FB382EA"
"brazil","AR02YSG1187FB382EA"
"pop","AR02YSG1187FB382EA"
"folk","AR02YSG1187FB382EA"
"indie","AR02YSG1187FB382EA"
"acoustic","AR02YSG1187FB382EA"
"world","AR02YSG1187FB382EA"
"female vocals","AR02YSG1187FB382EA"
"70s","AR02YSG1187FB382EA"
"lounge","AR02YSG1187FB382EA"
"female","AR02YSG1187FB382EA"
"california","AR02YSG1187FB382EA"
"romantic","AR02YSG1187FB382EA"
"brazilian music","AR02YSG1187FB382EA"
"latin music","AR02YSG1187FB382EA"
"latin america","AR02YSG1187FB382EA"
"singer","AR02YSG1187FB382EA"
"carnival","AR02YSG1187FB382EA"
"diva","AR02YSG1187FB382EA"
"rio de janeiro","AR02YSG1187FB382EA"
"cabo verde","AR02YSG1187FB382EA"
"portugese","AR02YSG1187FB382EA"
"hard trance","AR02Z7X1187FB5806F"
"trance","AR02Z7X1187FB5806F"
"progressive trance","AR02Z7X1187FB5806F"
"progressive house","AR02Z7X1187FB5806F"
"hardstyle","AR02Z7X1187FB5806F"
"electronic","AR02Z7X1187FB5806F"
"dance","AR02Z7X1187FB5806F"
"electro","AR02Z7X1187FB5806F"
"techno","AR02Z7X1187FB5806F"
"rock","AR02Z7X1187FB5806F"
"electronica","AR02Z7X1187FB5806F"
"house","AR02Z7X1187FB5806F"
"nederland","AR02Z7X1187FB5806F"
"uplifting trance","AR02Z7X1187FB5806F"
"minimal","AR02Z7X1187FB5806F"
"germany","AR02Z7X1187FB5806F"
"acid","AR02Z7X1187FB5806F"
"chinese","AR02Z7X1187FB5806F"
"club music","AR02Z7X1187FB5806F"
"euro-house","AR02Z7X1187FB5806F"
"hip hop","AR030L21187B993260"
"dirty south rap","AR030L21187B993260"
"gangsta","AR030L21187B993260"
"rap","AR030L21187B993260"
"united states","AR030L21187B993260"
"detroit","AR030L21187B993260"
"hardcore rap","AR030L21187B993260"
"detroit rap","AR030L21187B993260"
"louisiana rap","AR030L21187B993260"
"new orleans bounce","AR030L21187B993260"
"no limit","AR030L21187B993260"
"electronica","AR035N21187FB3938E"
"rock","AR035N21187FB3938E"
"ambient","AR035N21187FB3938E"
"alternative","AR035N21187FB3938E"
"club","AR035N21187FB3938E"
"progressive house","AR035N21187FB3938E"
"soundtrack","AR035N21187FB3938E"
"techno","AR035N21187FB3938E"
"electronic","AR035N21187FB3938E"
"rap","AR035N21187FB3938E"
"remix","AR035N21187FB3938E"
"progressive","AR035N21187FB3938E"
"beautiful","AR035N21187FB3938E"
"dream","AR035N21187FB3938E"
"vocal","AR035N21187FB3938E"
"epic","AR035N21187FB3938E"
"new age","AR035N21187FB3938E"
"experimental","AR035N21187FB3938E"
"melodic","AR035N21187FB3938E"
"deep","AR035N21187FB3938E"
"mix","AR035N21187FB3938E"
"dream house","AR035N21187FB3938E"
"italian disco","AR035X11187B996BB9"
"disco","AR035X11187B996BB9"
"electro","AR035X11187B996BB9"
"new wave","AR035X11187B996BB9"
"electroclash","AR035X11187B996BB9"
"tech house","AR035X11187B996BB9"
"electronic music","AR035X11187B996BB9"
"synthpop","AR035X11187B996BB9"
"electronic","AR035X11187B996BB9"
"breakcore","AR035X11187B996BB9"
"electropop","AR035X11187B996BB9"
"drum and bass","AR035X11187B996BB9"
"oldies","AR035X11187B996BB9"
"techno","AR035X11187B996BB9"
"electronica","AR035X11187B996BB9"
"reggae","AR035X11187B996BB9"
"dance","AR035X11187B996BB9"
"indie pop","AR035X11187B996BB9"
"intelligent dance music","AR035X11187B996BB9"
"punk","AR035X11187B996BB9"
"female vocalist","AR035X11187B996BB9"
"united states","AR035X11187B996BB9"
"house","AR035X11187B996BB9"
"alternative","AR035X11187B996BB9"
"experimental","AR035X11187B996BB9"
"00s","AR035X11187B996BB9"
"germany","AR035X11187B996BB9"
"industrial","AR035X11187B996BB9"
"avant-garde","AR035X11187B996BB9"
"female vocals","AR035X11187B996BB9"
"detroit","AR035X11187B996BB9"
"italy","AR035X11187B996BB9"
"discover","AR035X11187B996BB9"
"raw","AR035X11187B996BB9"
"nederhop","AR035X11187B996BB9"
"analog","AR035X11187B996BB9"
"breakbeat","AR035X11187B996BB9"
"soundtrack","AR039B11187B9B30D0"
"blues","AR039B11187B9B30D0"
"new york","AR039B11187B9B30D0"
"original score","AR039B11187B9B30D0"
"rock","AR039B11187B9B30D0"
"composer","AR039B11187B9B30D0"
"jazz","AR039B11187B9B30D0"
"acoustic","AR039B11187B9B30D0"
"orchestra","AR039B11187B9B30D0"
"piano","AR039B11187B9B30D0"
"guitar","AR039B11187B9B30D0"
"movie","AR039B11187B9B30D0"
"experimental","AR039B11187B9B30D0"
"classic","AR039B11187B9B30D0"
"dark","AR039B11187B9B30D0"
"pop","AR039B11187B9B30D0"
"violin","AR039B11187B9B30D0"
"epic","AR039B11187B9B30D0"
"cello","AR039B11187B9B30D0"
"cinematic","AR039B11187B9B30D0"
"future jazz","AR03AC11187FB39256"
"hip hop","AR03AC11187FB39256"
"deep house","AR03AC11187FB39256"
"alternative hip hop","AR03AC11187FB39256"
"neo soul","AR03AC11187FB39256"
"funk","AR03AC11187FB39256"
"electronic","AR03AC11187FB39256"
"house","AR03AC11187FB39256"
"alternative","AR03AC11187FB39256"
"united states","AR03AC11187FB39256"
"jazz hip hop","AR03AC11187FB39256"
"fir","AR03AC11187FB39256"
"funk soul","AR03AC11187FB39256"
"female mc","AR03AC11187FB39256"
"doomsdope","AR03AC11187FB39256"
"old school","AR03AC11187FB39256"
"true hip hop","AR03AC11187FB39256"
"female funk","AR03AC11187FB39256"
"garage house","AR03AC11187FB39256"
"dance pop","AR03BDP1187FB5B324"
"teen pop","AR03BDP1187FB5B324"
"pop rock","AR03BDP1187FB5B324"
"electropop","AR03BDP1187FB5B324"
"adult contemporary","AR03BDP1187FB5B324"
"ballad","AR03BDP1187FB5B324"
"pop","AR03BDP1187FB5B324"
"r&b","AR03BDP1187FB5B324"
"female vocalist","AR03BDP1187FB5B324"
"club","AR03BDP1187FB5B324"
"power pop","AR03BDP1187FB5B324"
"hip hop","AR03BDP1187FB5B324"
"electro","AR03BDP1187FB5B324"
"rock","AR03BDP1187FB5B324"
"soft rock","AR03BDP1187FB5B324"
"electronica","AR03BDP1187FB5B324"
"american","AR03BDP1187FB5B324"
"00s","AR03BDP1187FB5B324"
"female","AR03BDP1187FB5B324"
"electronic","AR03BDP1187FB5B324"
"funk","AR03BDP1187FB5B324"
"techno","AR03BDP1187FB5B324"
"rap","AR03BDP1187FB5B324"
"soundtrack","AR03BDP1187FB5B324"
"90s","AR03BDP1187FB5B324"
"blues","AR03BDP1187FB5B324"
"alternative","AR03BDP1187FB5B324"
"indie","AR03BDP1187FB5B324"
"punk","AR03BDP1187FB5B324"
"metal","AR03BDP1187FB5B324"
"happy hardcore","AR03BUL1187B98A151"
"breakbeat","AR03BUL1187B98A151"
"trance","AR03BUL1187B98A151"
"electronica","AR03BUL1187B98A151"
"house","AR03BUL1187B98A151"
"electronic","AR03BUL1187B98A151"
"gospel","AR03BUL1187B98A151"
"hardcore","AR03BUL1187B98A151"
"spain","AR03BUL1187B98A151"
"fusion","AR03BUL1187B98A151"
"folk rock","AR03D6O1187B9B0108"
"indie rock","AR03D6O1187B9B0108"
"pop rock","AR03D6O1187B9B0108"
"rock","AR03D6O1187B9B0108"
"alternative rock","AR03D6O1187B9B0108"
"shoegaze","AR03D6O1187B9B0108"
"free music","AR03D6O1187B9B0108"
"indietronica","AR03D6O1187B9B0108"
"indie pop","AR03D6O1187B9B0108"
"pop","AR03D6O1187B9B0108"
"singer-songwriter","AR03D6O1187B9B0108"
"downtempo","AR03D6O1187B9B0108"
"emo","AR03D6O1187B9B0108"
"folk","AR03D6O1187B9B0108"
"sweden","AR03D6O1187B9B0108"
"acoustic","AR03D6O1187B9B0108"
"techno","AR03D6O1187B9B0108"
"world","AR03D6O1187B9B0108"
"country","AR03D6O1187B9B0108"
"intelligent dance music","AR03D6O1187B9B0108"
"lo-fi","AR03D6O1187B9B0108"
"swedish","AR03D6O1187B9B0108"
"indie","AR03D6O1187B9B0108"
"scandinavia","AR03D6O1187B9B0108"
"germany","AR03D6O1187B9B0108"
"melancholia","AR03D6O1187B9B0108"
"electronic","AR03D6O1187B9B0108"
"alternative","AR03D6O1187B9B0108"
"experimental","AR03D6O1187B9B0108"
"beautiful","AR03D6O1187B9B0108"
"european","AR03D6O1187B9B0108"
"indie folk","AR03D6O1187B9B0108"
"synthpop","AR03D6O1187B9B0108"
"depressive","AR03D6O1187B9B0108"
"alternative pop rock","AR03D6O1187B9B0108"
"brooding","AR03D6O1187B9B0108"
"neofolk","AR03D6O1187B9B0108"
"glitterhouse","AR03D6O1187B9B0108"
"blues-rock","AR03E4O1187FB3DEB1"
"southern rock","AR03E4O1187FB3DEB1"
"country rock","AR03E4O1187FB3DEB1"
"hard rock","AR03E4O1187FB3DEB1"
"classic rock","AR03E4O1187FB3DEB1"
"blues","AR03E4O1187FB3DEB1"
"west coast rap","AR03E4O1187FB3DEB1"
"hip hop","AR03E4O1187FB3DEB1"
"rap","AR03E4O1187FB3DEB1"
"rock","AR03E4O1187FB3DEB1"
"indie","AR03E4O1187FB3DEB1"
"hardcore","AR03E4O1187FB3DEB1"
"progressive","AR03E4O1187FB3DEB1"
"70s","AR03E4O1187FB3DEB1"
"guitar","AR03E4O1187FB3DEB1"
"california","AR03E4O1187FB3DEB1"
"lyrical","AR03E4O1187FB3DEB1"
"dream pop","AR03ESE1187B992BC5"
"indie rock","AR03ESE1187B992BC5"
"chill-out","AR03ESE1187B992BC5"
"alternative rock","AR03ESE1187B992BC5"
"new wave","AR03ESE1187B992BC5"
"shoegaze","AR03ESE1187B992BC5"
"europop","AR03ESE1187B992BC5"
"electro","AR03ESE1187B992BC5"
"ska","AR03ESE1187B992BC5"
"ballad","AR03ESE1187B992BC5"
"rock","AR03ESE1187B992BC5"
"indie pop","AR03ESE1187B992BC5"
"synthpop","AR03ESE1187B992BC5"
"heavy metal","AR03ESE1187B992BC5"
"pop rock","AR03ESE1187B992BC5"
"hard rock","AR03ESE1187B992BC5"
"hip hop","AR03ESE1187B992BC5"
"electronic","AR03ESE1187B992BC5"
"female vocalist","AR03ESE1187B992BC5"
"soundtrack","AR03ESE1187B992BC5"
"united states","AR03ESE1187B992BC5"
"punk","AR03ESE1187B992BC5"
"indie","AR03ESE1187B992BC5"
"pop","AR03ESE1187B992BC5"
"hardcore","AR03ESE1187B992BC5"
"christian","AR03ESE1187B992BC5"
"alternative","AR03ESE1187B992BC5"
"american","AR03ESE1187B992BC5"
"power pop","AR03ESE1187B992BC5"
"christian indie","AR03ESE1187B992BC5"
"nu stuff 7","AR03ESE1187B992BC5"
"chamber pop","AR03FDN1187FB3EC85"
"christian rock","AR03FDN1187FB3EC85"
"heavy metal","AR03FDN1187FB3EC85"
"cabaret","AR03FDN1187FB3EC85"
"metalcore","AR03FDN1187FB3EC85"
"emo","AR03FDN1187FB3EC85"
"rock","AR03FDN1187FB3EC85"
"pop","AR03FDN1187FB3EC85"
"hardcore","AR03FDN1187FB3EC85"
"spiritual","AR03FDN1187FB3EC85"
"electronic","AR03FDN1187FB3EC85"
"metal","AR03FDN1187FB3EC85"
"noise","AR03FDN1187FB3EC85"
"indie","AR03FDN1187FB3EC85"
"spain","AR03FDN1187FB3EC85"
"american underground","AR03FDN1187FB3EC85"
"lyrical","AR03FDN1187FB3EC85"
"nu metal","AR03FDN1187FB3EC85"
"euro-house","AR03FDN1187FB3EC85"
"steampunk","AR03FDN1187FB3EC85"
"baroque rock","AR03FDN1187FB3EC85"
"alternative rock","AR03FDN1187FB3EC85"
"breakbeat","AR03FJW1187B98AFEE"
"hard house","AR03FJW1187B98AFEE"
"hardcore techno","AR03FJW1187B98AFEE"
"rave","AR03FJW1187B98AFEE"
"happy hardcore","AR03FJW1187B98AFEE"
"dark wave","AR03FJW1187B98AFEE"
"jungle music","AR03FJW1187B98AFEE"
"downtempo","AR03FJW1187B98AFEE"
"tech house","AR03FJW1187B98AFEE"
"electronic","AR03FJW1187B98AFEE"
"hardcore","AR03FJW1187B98AFEE"
"techno","AR03FJW1187B98AFEE"
"progressive trance","AR03FJW1187B98AFEE"
"dub","AR03FJW1187B98AFEE"
"electro","AR03FJW1187B98AFEE"
"hip hop","AR03FJW1187B98AFEE"
"electronica","AR03FJW1187B98AFEE"
"house","AR03FJW1187B98AFEE"
"intelligent dance music","AR03FJW1187B98AFEE"
"ebm","AR03FJW1187B98AFEE"
"old school hardcore","AR03FJW1187B98AFEE"
"germany","AR03FJW1187B98AFEE"
"abstract","AR03FJW1187B98AFEE"
"drum and bass","AR03FJW1187B98AFEE"
"ambient","AR03FJW1187B98AFEE"
"acid","AR03FJW1187B98AFEE"
"italy","AR03FJW1187B98AFEE"
"tribal","AR03FJW1187B98AFEE"
"psychedelic trance","AR03FJW1187B98AFEE"
"meditation","AR03G0O1187B9A2769"
"new age","AR03G0O1187B9A2769"
"chill-out","AR03G0O1187B9A2769"
"world fusion","AR03G0O1187B9A2769"
"relax","AR03G0O1187B9A2769"
"spiritual","AR03G0O1187B9A2769"
"guitar","AR03G0O1187B9A2769"
"dreamy","AR03G0O1187B9A2769"
"native american","AR03G0O1187B9A2769"
"flute","AR03G0O1187B9A2769"
"contemporary instrumental","AR03G0O1187B9A2769"
"peaceful","AR03G0O1187B9A2769"
"relaxation","AR03G0O1187B9A2769"
"space ambient","AR03G0O1187B9A2769"
"soft rock","AR03G121187FB52EDF"
"los angeles","AR03G121187FB52EDF"
"pop rock","AR03G121187FB52EDF"
"adult contemporary","AR03G121187FB52EDF"
"gospel","AR03G121187FB52EDF"
"aor","AR03G121187FB52EDF"
"contemporary christian","AR03G121187FB52EDF"
"rock","AR03G121187FB52EDF"
"west coast","AR03G121187FB52EDF"
"alternative rock","AR03G121187FB52EDF"
"disco","AR03GWG1187B9B6C85"
"funk","AR03GWG1187B9B6C85"
"electronica","AR03GWG1187B9B6C85"
"eurodance","AR03GWG1187B9B6C85"
"europop","AR03GWG1187B9B6C85"
"euro-trance","AR03GWG1187B9B6C85"
"rave","AR03GWG1187B9B6C85"
"club","AR03GWG1187B9B6C85"
"electropop","AR03GWG1187B9B6C85"
